"pmid";"value"
32966744;"Journal Article"
33015110;"Journal Article"
33032275;"Letter"
33006440;"Journal Article"
32998903;"Letter"
33029094;"Journal Article"
33012891;"Journal Article"
32991900;"Journal Article"
33010661;"Journal Article"
32963111;"Editorial"
33031955;"Journal Article"
33022779;"Letter"
32968308;"Journal Article"
32959234;"Journal Article"
32964105;"Journal Article"
32975565;"Journal Article"
33004602;"Journal Article"
33027354;"Journal Article"
32985317;"Journal Article"
33003587;"Journal Article"
32978154;"Journal Article"
32983056;"Journal Article"
32984856;"Journal Article"
33014623;"Journal Article"
32998398;"Journal Article"
32989998;"Journal Article"
33015642;"Journal Article"
33016681;"Journal Article"
32993434;"Journal Article"
32964657;"Journal Article"
32975064;"Journal Article"
32952189;"Journal Article"
32953446;"Case Reports"
33006404;"Letter"
32994189;"Journal Article"
32992199;"Journal Article"
32997792;"Letter"
33024851;"Journal Article"
32980943;"Journal Article"
32958091;"Journal Article"
32977826;"Letter"
33009344;"Journal Article"
33012858;"News"
32970557;"Journal Article"
32964211;"Journal Article"
32969125;"Journal Article"
33031532;"Journal Article"
32971995;"Journal Article"
33029522;"Journal Article"
33000610;"Journal Article"
33023356;"Journal Article"
32975182;"Journal Article"
32984196;"Journal Article"
32974210;"Journal Article"
32968181;"Journal Article"
33011739;"Letter"
33025799;"Letter"
32963155;"Journal Article"
32958973;"Journal Article"
33002560;"Journal Article"
32972457;"Journal Article"
32972313;"Journal Article"
33003177;"Journal Article"
33025029;"Journal Article"
33020343;"Journal Article"
33007149;"Journal Article"
32993497;"Journal Article"
32996858;"Journal Article"
33017102;"Journal Article"
32997903;"Journal Article"
32974417;"Journal Article"
32979013;"Journal Article"
32963509;"Journal Article"
32904522;"News"
32986226;"Journal Article"
32983698;"Journal Article"
33010158;"Journal Article"
32997893;"Journal Article"
32979962;"Editorial"
33015814;"Journal Article"
33006937;"Journal Article"
33006169;"Journal Article"
33022068;"Journal Article"
32987502;"Journal Article"
32988321;"Journal Article"
32994175;"Journal Article"
32995556;"Journal Article"
32963018;"Journal Article"
33022567;"Journal Article"
33030978;"Journal Article"
33013600;"Journal Article"
32967891;"Letter"
33001431;"Journal Article"
32961116;"Editorial"
32966716;"Journal Article"
32989438;"Case Reports"
32975412;"Journal Article"
33006881;"Journal Article"
32972795;"Case Reports"
33026219;"Journal Article"
33004345;"Journal Article"
32954712;"Journal Article"
33007039;"Journal Article"
33029657;"Journal Article"
32997752;"Journal Article"
32975427;"Journal Article"
32982881;"Journal Article"
32986242;"Journal Article"
33021515;"Journal Article"
32970366;"Journal Article"
33019860;"Journal Article"
32999949;"Journal Article"
33032333;"Journal Article"
33009240;"Journal Article"
33012020;"Journal Article"
32982349;"Journal Article"
32955637;"English Abstract"
32966566;"Journal Article"
32987517;"Journal Article"
32968325;"Journal Article"
33009966;"Journal Article"
33022124;"Journal Article"
33007107;"Letter"
33012954;"Journal Article"
32975000;"Journal Article"
33020700;"Journal Article"
32998024;"Letter"
33005549;"Case Reports"
33020748;"Journal Article"
32954998;"Journal Article"
33025384;"Journal Article"
33015540;"Journal Article"
32962759;"Journal Article"
33011359;"Journal Article"
33026867;"Editorial"
32957057;"Journal Article"
32989426;"Journal Article"
33006834;"Journal Article"
33006442;"Journal Article"
33009908;"Journal Article"
33008777;"Journal Article"
33011208;"Editorial"
32966593;"Journal Article"
32991223;"Journal Article"
33024011;"Journal Article"
32984248;"Journal Article"
33025018;"Journal Article"
32989999;"Journal Article"
32972125;"Journal Article"
32982151;"Journal Article"
33014130;"Journal Article"
33008097;"Journal Article"
32982139;"Journal Article"
33027433;"Journal Article"
32982078;"Journal Article"
32995683;"Journal Article"
33022510;"Letter"
33014310;"Journal Article"
33013185;"Journal Article"
32963423;"Journal Article"
32952806;"Journal Article"
32994228;"Journal Article"
33023563;"Journal Article"
33010197;"Journal Article"
33009672;"Journal Article"
32982916;"Journal Article"
33004527;"Journal Article"
32962712;"Journal Article"
32991065;"Journal Article"
32987757;"Journal Article"
32984765;"Journal Article"
32979572;"Journal Article"
32996853;"Journal Article"
33004116;"Letter"
32959517;"Published Erratum"
33006676;"Journal Article"
32989340;"Journal Article"
32983457;"Journal Article"
32952242;"Journal Article"
33008018;"Journal Article"
32976038;"Letter"
32972614;"Letter"
32999916;"Journal Article"
32955472;"Journal Article"
33013929;"Journal Article"
32982751;"Journal Article"
32961482;"Letter"
32982015;"Journal Article"
33031979;"Journal Article"
33026944;"Journal Article"
33010809;"Journal Article"
33027870;"Journal Article"
33007682;"Journal Article"
33027356;"Journal Article"
33027318;"Published Erratum"
32993152;"Journal Article"
32997361;"Journal Article"
32962968;"Letter"
33006886;"Journal Article"
33021812;"Journal Article"
33004045;"Journal Article"
32984999;"Journal Article"
32966064;"Journal Article"
32975460;"Journal Article"
32980677;"Journal Article"
33022467;"Journal Article"
32989315;"Interview"
33021332;"Letter"
33024095;"Journal Article"
33017280;"Journal Article"
33028659;"Journal Article"
33023910;"Editorial"
33032175;"Letter"
32997945;"Journal Article"
33012358;"Letter"
33014317;"Journal Article"
33014930;"Journal Article"
33026741;"Journal Article"
33015550;"Journal Article"
32958511;"Letter"
33026649;"Journal Article"
32973121;"Journal Article"
33001156;"Journal Article"
33027382;"Letter"
32958991;"Journal Article"
33020739;"Journal Article"
32991573;"Journal Article"
32956782;"Journal Article"
32966711;"Letter"
33011717;"Journal Article"
33004629;"Journal Article"
33028810;"Journal Article"
32997887;"Journal Article"
33015537;"Journal Article"
33015366;"Journal Article"
33001837;"Journal Article"
33009730;"Journal Article"
33009506;"Journal Article"
32964056;"Journal Article"
33022336;"Journal Article"
33032282;"Case Reports"
32979567;"Letter"
32988813;"Journal Article"
33021333;"Journal Article"
33007416;"Journal Article"
33027604;"Journal Article"
33006233;"Journal Article"
33024515;"Journal Article"
32994144;"Journal Article"
33004206;"Journal Article"
33032267;"Journal Article"
32986250;"Journal Article"
33009893;"Journal Article"
32979943;"Editorial"
32962227;"Journal Article"
32962768;"Journal Article"
32997069;"Journal Article"
33026775;"Journal Article"
33028403;"Journal Article"
32983643;"Journal Article"
32969132;"Journal Article"
33036812;"Journal Article"
33035672;"Journal Article"
33036920;"Case Reports"
33036099;"Letter"
33036293;"Journal Article"
33034625;"Journal Article"
33035474;"Journal Article"
33037393;"Journal Article"
33034780;"Journal Article"
33032683;"Journal Article"
33033703;"Journal Article"
33036911;"Letter"
33034281;"Journal Article"
33033170;"Journal Article"
33038090;"Journal Article"
33037218;"Journal Article"
32980585;"Journal Article"
32980424;"Journal Article"
33038384;"Journal Article"
33020117;"Letter"
33037123;"Journal Article"
33033623;"Journal Article"
33033459;"Case Reports"
33032845;"Journal Article"
33036548;"Journal Article"
33037400;"Journal Article"
33036592;"Journal Article"
33032841;"Case Reports"
33037456;"Letter"
33034577;"Case Reports"
33036758;"Letter"
33037066;"Journal Article"
33033045;"Journal Article"
33033346;"Journal Article"
33032616;"Letter"
33038075;"Journal Article"
33038682;"Editorial"
33038008;"Editorial"
33035628;"Journal Article"
33035133;"Journal Article"
33034353;"Journal Article"
33036855;"Journal Article"
33035018;"Journal Article"
33038792;"Letter"
33034689;"Journal Article"
33037804;"Journal Article"
33038046;"Journal Article"
33032629;"Journal Article"
33037029;"Journal Article"
33036878;"Journal Article"
33032935;"Journal Article"
33034044;"Journal Article"
33034209;"Journal Article"
33033166;"Journal Article"
33035760;"Journal Article"
33036132;"Journal Article"
33035129;"Journal Article"
33036861;"Journal Article"
33038557;"Letter"
33037643;"Letter"
33038834;"Journal Article"
33033574;"Journal Article"
33034888;"Journal Article"
33036622;"Journal Article"
33034240;"Journal Article"
33038012;"Journal Article"
33033947;"Letter"
33036761;"Case Reports"
33033701;"Journal Article"
33032666;"Journal Article"
33037213;"Journal Article"
33037119;"Journal Article"
33009308;"Editorial"
33023627;"Letter"
33034546;"Journal Article"
33037451;"Letter"
33032889;"Journal Article"
33032592;"Journal Article"
33033704;"Journal Article"
33037698;"Journal Article"
33034095;"Journal Article"
33035308;"Journal Article"
33036903;"Journal Article"
33033172;"Journal Article"
33036961;"Journal Article"
33036662;"Letter"
33033044;"Letter"
33035870;"Journal Article"
33036768;"Published Erratum"
32984833;"Journal Article"
33032677;"Journal Article"
33037106;"Journal Article"
33038221;"Journal Article"
33037028;"Journal Article"
33034891;"Journal Article"
33038452;"Journal Article"
33032909;"Journal Article"
33036762;"Journal Article"
33038310;"English Abstract"
33038391;"Journal Article"
33038435;"Journal Article"
33035211;"Journal Article"
33034046;"Journal Article"
33035675;"Journal Article"
33032650;"Letter"
33032673;"Journal Article"
33034231;"Journal Article"
33034443;"Journal Article"
33035017;"Journal Article"
33035434;"Journal Article"
33036482;"Journal Article"
33038433;"Journal Article"
33035957;"Journal Article"
33032879;"Practice Guideline"
33035549;"Letter"
33037657;"Letter"
33036950;"Journal Article"
33034267;"Journal Article"
33032681;"Journal Article"
33035824;"Journal Article"
33032601;"Journal Article"
33037813;"Journal Article"
33038562;"Journal Article"
33034001;"Letter"
33037637;"Letter"
33036611;"Letter"
33035635;"Letter"
33034039;"Journal Article"
32982062;"Journal Article"
33035020;"Journal Article"
33036639;"Letter"
32978178;"Letter"
32971510;"Journal Article"
33038241;"Journal Article"
33037960;"Editorial"
33038363;"Journal Article"
33038254;"Journal Article"
33036669;"Editorial"
33034620;"Journal Article"
33034931;"Letter"
33036934;"Letter"
33038863;"Journal Article"
33036948;"Letter"
33038683;"Journal Article"
33038114;"Journal Article"
33032593;"Journal Article"
33032876;"Practice Guideline"
33034302;"Journal Article"
33034203;"Journal Article"
33036894;"Case Reports"
33037889;"Journal Article"
33035150;"Journal Article"
33034081;"Letter"
33032534;"Journal Article"
33033179;"Journal Article"
33034002;"Letter"
33037151;"Journal Article"
33035296;"Journal Article"
33032618;"Journal Article"
33035176;"Journal Article"
33035409;"Journal Article"
33038424;"Journal Article"
33038445;"Journal Article"
33034573;"Journal Article"
33033173;"Journal Article"
33033699;"Journal Article"
33038449;"Journal Article"
33033078;"Journal Article"
33037360;"Journal Article"
33038229;"Journal Article"
33033429;"Journal Article"
33037291;"Journal Article"
33035174;"Journal Article"
33038719;"Editorial"
33032859;"Journal Article"
33034398;"Journal Article"
33035084;"News"
33033065;"Letter"
33038878;"Guideline"
33038769;"Journal Article"
33033152;"Journal Article"
33032817;"Journal Article"
33036287;"Journal Article"
33033646;"Journal Article"
33033884;"Journal Article"
33037310;"Journal Article"
33038619;"Journal Article"
33036445;"Journal Article"
33034449;"Journal Article"
33034578;"Case Reports"
33020166;"Journal Article"
33035087;"Journal Article"
33034169;"Journal Article"
33033485;"Journal Article"
33035674;"Journal Article"
33036176;"Journal Article"
33037212;"Journal Article"
33033058;"Letter"
33036351;"Journal Article"
33037608;"Journal Article"
33037187;"Journal Article"
33032575;"Journal Article"
33036833;"Practice Guideline"
33036610;"Journal Article"
33033654;"Journal Article"
33033861;"Journal Article"
33034007;"Journal Article"
33036105;"Letter"
33035219;"Journal Article"
33038130;"Journal Article"
33036076;"Editorial"
33038789;"Journal Article"
33033787;"Journal Article"
33035589;"Journal Article"
33037572;"Journal Article"
33035193;"Journal Article"
33036853;"Journal Article"
33038898;"Journal Article"
33036202;"Journal Article"
33038215;"Journal Article"
33034338;"Journal Article"
33032502;"Journal Article"
33038556;"Journal Article"
33038341;"Journal Article"
33037446;"Journal Article"
32963110;"Journal Article"
33034395;"Journal Article"
33037946;"Journal Article"
33034020;"Journal Article"
33035496;"Journal Article"
33037379;"Journal Article"
33035448;"Journal Article"
33038592;"Journal Article"
33035564;"Journal Article"
33035467;"Journal Article"
33036797;"Journal Article"
33032392;"Journal Article"
33037070;"Journal Article"
33038337;"Letter"
33037378;"Journal Article"
33033971;"Journal Article"
32979965;"News"
33037459;"English Abstract"
33038227;"Journal Article"
33035262;"Journal Article"
33035234;"Journal Article"
33035373;"Journal Article"
33038563;"Journal Article"
33032969;"Journal Article"
33035550;"Journal Article"
33036897;"Journal Article"
32984405;"Journal Article"
33033698;"Journal Article"
33037682;"Journal Article"
33032846;"Journal Article"
33035337;"Journal Article"
33038729;"Journal Article"
33037008;"Journal Article"
33036230;"Journal Article"
33035666;"Editorial"
33034579;"Journal Article"
33038316;"Journal Article"
33033053;"Journal Article"
33034653;"Journal Article"
33032685;"Journal Article"
33036815;"Journal Article"
33037620;"Journal Article"
33037564;"Journal Article"
33035216;"Journal Article"
33033099;"Journal Article"
33035153;"Journal Article"
33037759;"Journal Article"
33035201;"Journal Article"
33034571;"Journal Article"
33038418;"Journal Article"
33035581;"Journal Article"
33035253;"Journal Article"
33035774;"Journal Article"
33037772;"Letter"
33038302;"Journal Article"
33033851;"Journal Article"
32983540;"Journal Article"
33033405;"Journal Article"
33034016;"Journal Article"
33034824;"Journal Article"
33033056;"Journal Article"
33036052;"Journal Article"
33032919;"Letter"
33032986;"Journal Article"
33036545;"Journal Article"
33032721;"Letter"
33036702;"Journal Article"
33035468;"Journal Article"
33036461;"Journal Article"
33038127;"Journal Article"
33035302;"Journal Article"
33037683;"Journal Article"
33032860;"Journal Article"
33038013;"Letter"
33036864;"Letter"
33034296;"Letter"
33034151;"Journal Article"
33037190;"Journal Article"
33033203;"Journal Article"
33038425;"Journal Article"
33036772;"Journal Article"
33033697;"Editorial"
33036032;"Journal Article"
33033248;"Journal Article"
33038479;"Journal Article"
33033344;"Journal Article"
33036544;"Letter"
33037993;"Letter"
33032740;"Journal Article"
33034084;"Journal Article"
33037143;"Journal Article"
33033033;"Journal Article"
33033888;"Journal Article"
33034574;"Journal Article"
33033687;"Journal Article"
33035601;"Journal Article"
33032880;"Practice Guideline"
33033138;"Journal Article"
33035306;"Journal Article"
33035991;"Journal Article"
33037423;"Letter"
33033955;"Journal Article"
33036570;"Journal Article"
32954038;"Journal Article"
33002032;"Journal Article"
33035299;"Journal Article"
33035019;"Journal Article"
33036676;"Journal Article"
33034798;"Journal Article"
33033956;"Journal Article"
33034142;"Journal Article"
33033963;"Journal Article"
33035673;"Journal Article"
33034366;"Journal Article"
33037673;"Journal Article"
33032965;"Journal Article"
33034306;"English Abstract"
33034688;"Letter"
33036956;"Journal Article"
33038555;"Journal Article"
33004352;"Letter"
33034038;"Journal Article"
33009301;"Editorial"
33034284;"Journal Article"
33033827;"Journal Article"
33032744;"Journal Article"
33034074;"Journal Article"
33037944;"Journal Article"
33037824;"Journal Article"
33033595;"Journal Article"
33032997;"Journal Article"
33034297;"Letter"
33036742;"English Abstract"
33032962;"English Abstract"
33033132;"Journal Article"
33036814;"Journal Article"
33037895;"English Abstract"
33038318;"Journal Article"
33032660;"Journal Article"
33033178;"Journal Article"
33033702;"Journal Article"
33038021;"Journal Article"
33034585;"Journal Article"
33034239;"Journal Article"
33032490;"Editorial"
33033486;"Journal Article"
33038584;"Journal Article"
33035106;"Letter"
33032954;"Editorial"
33034893;"Letter"
33034218;"Letter"
33033151;"Letter"
33032878;"Practice Guideline"
33034062;"Journal Article"
33035504;"Journal Article"
33034695;"English Abstract"
32919496;"Editorial"
33037188;"Journal Article"
33032983;"Journal Article"
33033568;"Journal Article"
33033620;"Journal Article"
33034804;"Journal Article"
33033487;"Journal Article"
33034003;"Letter"
33038768;"Journal Article"
33032680;"Journal Article"
33033829;"Journal Article"
33038478;"Journal Article"
33035475;"Journal Article"
33038530;"Journal Article"
33035184;"Letter"
33033705;"Journal Article"
33033256;"Journal Article"
33035244;"Journal Article"
33037992;"Letter"
33038309;"English Abstract"
33038588;"Letter"
33037170;"Editorial"
33036546;"Journal Article"
33034901;"Letter"
33033561;"Journal Article"
33032921;"Journal Article"
33033392;"Journal Article"
33035175;"Journal Article"
33038441;"Journal Article"
33036646;"Journal Article"
33033840;"Journal Article"
33035177;"Journal Article"
33034072;"Journal Article"
33038410;"Journal Article"
32989738;"Journal Article"
33037646;"Journal Article"
33032769;"Journal Article"
33038252;"Journal Article"
33033700;"Journal Article"
33034669;"Letter"
33034718;"Journal Article"
33035300;"Journal Article"
33033686;"Case Reports"
33036935;"Journal Article"
33029098;"Journal Article"
33035469;"Journal Article"
33033249;"Journal Article"
33038618;"Journal Article"
33034555;"Journal Article"
33032981;"Journal Article"
33037063;"Journal Article"
33038477;"Journal Article"
33036110;"Case Reports"
33032877;"Practice Guideline"
33035228;"Journal Article"
33035649;"Journal Article"
33035967;"Letter"
33033507;"Journal Article"
33033068;"Journal Article"
33034674;"Journal Article"
33036326;"Journal Article"
33038816;"Journal Article"
33038076;"Journal Article"
33035307;"Journal Article"
33032862;"Journal Article"
33033161;"Journal Article"
33036704;"Journal Article"
33034683;"English Abstract"
33033717;"Journal Article"
33034652;"Editorial"
33033619;"Journal Article"
33036896;"Journal Article"
33038359;"Journal Article"
33038570;"Case Reports"
33036180;"Journal Article"
33034257;"Journal Article"
33037047;"Journal Article"
33035643;"Journal Article"
33032676;"Journal Article"
33035183;"Journal Article"
33038960;"Letter"
33039415;"Journal Article"
33039646;"Journal Article"
33039400;"Journal Article"
33040443;"Journal Article"
33038949;"Journal Article"
33039503;"Letter"
33040198;"Journal Article"
33038941;"Journal Article"
33039365;"Journal Article"
33038958;"Letter"
33039873;"Journal Article"
33039462;"Journal Article"
33039235;"Journal Article"
33039502;"Letter"
33039259;"Practice Guideline"
33039379;"Letter"
33039244;"Case Reports"
33039950;"Journal Article"
33038964;"Letter"
33038947;"Journal Article"
33038926;"Journal Article"
33040469;"Letter"
33039418;"Journal Article"
33039147;"Journal Article"
33040346;"Journal Article"
33039499;"Letter"
33039393;"Journal Article"
33040020;"Journal Article"
33040467;"Journal Article"
33039099;"Journal Article"
33040389;"Case Reports"
33039233;"Journal Article"
33040381;"Journal Article"
33039258;"Practice Guideline"
33038957;"Journal Article"
33040069;"Letter"
33040430;"Case Reports"
33039654;"Letter"
33039770;"Case Reports"
33040419;"Journal Article"
33040355;"Journal Article"
33038959;"Letter"
33039392;"Letter"
33039766;"Journal Article"
33038939;"Journal Article"
33039396;"Journal Article"
33039295;"Letter"
33039152;"Retraction of Publication"
33040461;"Journal Article"
33040021;"Journal Article"
33040074;"Journal Article"
33038961;"Letter"
33040019;"Journal Article"
33039226;"Journal Article"
33040272;"Journal Article"
33039230;"Journal Article"
33039209;"Journal Article"
33039228;"Journal Article"
33040343;"Journal Article"
33039964;"Journal Article"
33038963;"Letter"
33040189;"Journal Article"
33039260;"Practice Guideline"
33039732;"Journal Article"
33038955;"Journal Article"
33039965;"Journal Article"
33040454;"Journal Article"
33040030;"Letter"
33040384;"Journal Article"
33039305;"Letter"
33040241;"Journal Article"
33039110;"Journal Article"
33039361;"Case Reports"
33040324;"Journal Article"
33039301;"Journal Article"
33039095;"Journal Article"
33040026;"Journal Article"
33039607;"Journal Article"
33039714;"Journal Article"
33040378;"Journal Article"
33039267;"Case Reports"
33039765;"Case Reports"
33038973;"Journal Article"
33040233;"Journal Article"
33040303;"Journal Article"
33039952;"Journal Article"
33040483;"Journal Article"
33040422;"Journal Article"
33040414;"Letter"
33039307;"Journal Article"
33039225;"Journal Article"
33040413;"Letter"
33039120;"English Abstract"
33038909;"Journal Article"
33039614;"Journal Article"
33039544;"Journal Article"
33039545;"Journal Article"
33038922;"Journal Article"
33039501;"Letter"
33039218;"Journal Article"
33040252;"Journal Article"
33039212;"Journal Article"
33039144;"Journal Article"
33039660;"Journal Article"
33039273;"Journal Article"
33040042;"Journal Article"
33039097;"Journal Article"
33040468;"Letter"
33040289;"Journal Article"
33038942;"Editorial"
33039609;"Journal Article"
33039313;"Journal Article"
33039356;"Case Reports"
33039221;"Journal Article"
33040043;"Journal Article"
33039335;"Journal Article"
33039649;"Journal Article"
33040027;"Letter"
33039454;"Letter"
33039966;"Journal Article"
33039603;"Journal Article"
33039108;"Editorial"
33038965;"Letter"
33039790;"Journal Article"
33039512;"Journal Article"
33040065;"Letter"
33039257;"Practice Guideline"
33039461;"Journal Article"
33040399;"Journal Article"
33040480;"Journal Article"
33039937;"Journal Article"
33039337;"Journal Article"
33039655;"Journal Article"
33039405;"Letter"
33039678;"Journal Article"
33038976;"Journal Article"
33038948;"Letter"
33039098;"Editorial"
33038989;"Editorial"
33039612;"Journal Article"
32989904;"Letter"
33038974;"Journal Article"
33038968;"Letter"
33039922;"Journal Article"
33040064;"Journal Article"
33040152;"Journal Article"
33039571;"Case Reports"
33040416;"Letter"
33040051;"Journal Article"
33040344;"Journal Article"
33039885;"Journal Article"
33038962;"Letter"
33040075;"Journal Article"
33039215;"Journal Article"
33040337;"Journal Article"
33039094;"Journal Article"
33045596;"Journal Article"
33042659;"Case Reports"
33043284;"Journal Article"
33044404;"Journal Article"
33043088;"Journal Article"
33043063;"Journal Article"
33041644;"Journal Article"
33040770;"Journal Article"
33041928;"Journal Article"
33046590;"Journal Article"
33047816;"Journal Article"
33043290;"Journal Article"
33043052;"Journal Article"
33044545;"Journal Article"
33042917;"Journal Article"
33044373;"Journal Article"
33042599;"Journal Article"
33042944;"Journal Article"
33045187;"Letter"
33040679;"Journal Article"
33046991;"Journal Article"
33041410;"Journal Article"
33046635;"Journal Article"
33046171;"Journal Article"
33041647;"Journal Article"
33042486;"Journal Article"
33042560;"Case Reports"
33043319;"Journal Article"
33049156;"Journal Article"
33040686;"Journal Article"
33041617;"Journal Article"
33040751;"Journal Article"
33047260;"Journal Article"
33041095;"Journal Article"
33042708;"Editorial"
33042287;"Journal Article"
33040802;"Journal Article"
33044107;"Journal Article"
33041830;"Journal Article"
33043273;"Journal Article"
33047042;"Journal Article"
33047546;"Journal Article"
33045553;"Journal Article"
33049215;"Journal Article"
33048812;"Letter"
33045288;"Journal Article"
33041130;"Journal Article"
33043456;"Journal Article"
33047923;"Editorial"
33047096;"Journal Article"
33043283;"Journal Article"
33041282;"Journal Article"
33046999;"Journal Article"
33045077;"Journal Article"
33043364;"Journal Article"
33041972;"Journal Article"
33040753;"Journal Article"
33045858;"Letter"
33041814;"Journal Article"
33042562;"Journal Article"
33041633;"Journal Article"
33043961;"Journal Article"
33049388;"Journal Article"
33040668;"Journal Article"
33047047;"Journal Article"
33043026;"Journal Article"
33047827;"Editorial"
33043840;"Journal Article"
33045049;"Journal Article"
33042695;"Journal Article"
33047287;"Journal Article"
33041400;"Journal Article"
33046764;"Journal Article"
33041565;"Journal Article"
33048826;"Journal Article"
33040761;"Journal Article"
33048286;"Journal Article"
33041933;"Journal Article"
33041528;"Journal Article"
33048199;"Journal Article"
33046176;"Journal Article"
33043282;"Journal Article"
33046954;"Journal Article"
33042918;"Journal Article"
33046317;"Journal Article"
33042491;"Journal Article"
33041701;"Journal Article"
33041409;"Journal Article"
33046353;"English Abstract"
33049751;"Journal Article"
33046304;"Journal Article"
33046288;"Journal Article"
33042359;"Journal Article"
33046159;"Journal Article"
33049464;"Journal Article"
33043272;"Journal Article"
33042543;"Journal Article"
33042994;"Journal Article"
33041894;"Journal Article"
33040594;"Journal Article"
33041346;"Journal Article"
33042951;"Case Reports"
33045577;"Journal Article"
33045427;"Case Reports"
33044799;"Editorial"
33048391;"Journal Article"
33040728;"Journal Article"
33040747;"Journal Article"
33042039;"Journal Article"
33047077;"Journal Article"
33046943;"Journal Article"
33043128;"Journal Article"
33044978;"Journal Article"
32979331;"Biography"
33045055;"Journal Article"
33049354;"Journal Article"
33048825;"Journal Article"
33042101;"Journal Article"
33049763;"Journal Article"
33046945;"Journal Article"
33045189;"Letter"
33049042;"Journal Article"
33045150;"Journal Article"
33041621;"Journal Article"
33049143;"Journal Article"
33041929;"Journal Article"
33042545;"Case Reports"
33043141;"Case Reports"
33049102;"Journal Article"
33045255;"Journal Article"
33042199;"Journal Article"
33044282;"Journal Article"
33043784;"Journal Article"
32994624;"Journal Article"
33041827;"Journal Article"
33042493;"Journal Article"
33043143;"Journal Article"
33045054;"Journal Article"
33041925;"Journal Article"
33043231;"Journal Article"
33042532;"Journal Article"
33041545;"Journal Article"
33045699;"Journal Article"
33044544;"Journal Article"
33047158;"Journal Article"
33047848;"Journal Article"
33040729;"Journal Article"
33047092;"Editorial"
33047942;"Journal Article"
33047029;"Journal Article"
33041396;"Journal Article"
33042702;"Journal Article"
33042553;"Journal Article"
33047789;"Journal Article"
33041362;"Journal Article"
33042151;"Journal Article"
33045106;"Journal Article"
33047100;"Journal Article"
33048796;"English Abstract"
33043311;"Journal Article"
33044646;"Journal Article"
33041350;"Journal Article"
33043036;"Journal Article"
33042912;"Journal Article"
33048411;"Letter"
33045772;"Journal Article"
33041191;"Journal Article"
33040714;"Journal Article"
33047109;"Journal Article"
33042308;"Journal Article"
33045833;"Journal Article"
33043717;"Editorial"
33045209;"Journal Article"
33044518;"Journal Article"
33040767;"Journal Article"
33044733;"Journal Article"
33043562;"Journal Article"
33040520;"Journal Article"
33045270;"Journal Article"
33043313;"Journal Article"
33040763;"Journal Article"
33041413;"Journal Article"
33046956;"Journal Article"
33043142;"Case Reports"
33041213;"Letter"
33042542;"Journal Article"
33042955;"Journal Article"
33046047;"Journal Article"
33047853;"Letter"
33045970;"Journal Article"
33041389;"Journal Article"
33041173;"Journal Article"
33044174;"Journal Article"
33041635;"Journal Article"
33045672;"Journal Article"
33048658;"Journal Article"
33043967;"Journal Article"
33045919;"Journal Article"
33043030;"Journal Article"
33043106;"Journal Article"
33042484;"Journal Article"
33041161;"Journal Article"
33041388;"Journal Article"
33046686;"Journal Article"
33047370;"Journal Article"
33043367;"Journal Article"
33044655;"English Abstract"
33045776;"Letter"
33044691;"Journal Article"
33045723;"Journal Article"
33044129;"Journal Article"
33041157;"Editorial"
33041377;"Journal Article"
33049491;"Journal Article"
33048811;"Letter"
33040742;"Journal Article"
33044674;"Letter"
33043251;"Journal Article"
33042201;"Journal Article"
33042771;"Journal Article"
33044319;"Journal Article"
33048860;"Journal Article"
33043110;"Journal Article"
33047480;"Journal Article"
33047143;"Journal Article"
33045455;"Journal Article"
33046303;"Journal Article"
33043287;"Journal Article"
32999015;"Letter"
33043252;"Journal Article"
33041057;"Journal Article"
33041632;"Journal Article"
33047864;"Journal Article"
33048786;"English Abstract"
33049547;"Journal Article"
33047842;"Journal Article"
33049711;"Journal Article"
32999016;"Letter"
33041724;"Journal Article"
33046591;"Journal Article"
33048979;"Journal Article"
33047924;"Editorial"
33047791;"Journal Article"
33042512;"Journal Article"
33043651;"Journal Article"
33047327;"Journal Article"
33047711;"Journal Article"
33047098;"Journal Article"
33041496;"Journal Article"
33040769;"Journal Article"
33043455;"Letter"
33040765;"Journal Article"
33044313;"Journal Article"
33042335;"Journal Article"
33043444;"Letter"
33047294;"Letter"
33046296;"Journal Article"
33046960;"Journal Article"
33045425;"Journal Article"
32976741;"Editorial"
33047084;"Case Reports"
33044598;"Journal Article"
33041507;"Journal Article"
33044483;"Journal Article"
33048856;"Journal Article"
33044760;"Journal Article"
33042948;"Journal Article"
33044171;"Journal Article"
33040756;"Journal Article"
33045721;"Journal Article"
33043318;"Case Reports"
33042908;"Journal Article"
33049599;"Letter"
33049593;"Letter"
33048278;"Journal Article"
33046011;"Journal Article"
33049331;"Journal Article"
33042029;"Journal Article"
33042309;"Journal Article"
33041655;"Journal Article"
33043705;"Journal Article"
33047142;"Journal Article"
33042479;"Journal Article"
33046168;"Journal Article"
33041464;"Editorial"
33041700;"Editorial"
33043235;"Journal Article"
33042480;"Journal Article"
33042899;"Journal Article"
33040683;"Journal Article"
33045718;"Journal Article"
33048424;"Letter"
33046581;"Journal Article"
33047161;"Journal Article"
33042941;"Journal Article"
33041842;"Journal Article"
33041391;"Journal Article"
33046294;"Journal Article"
33048785;"English Abstract"
33044747;"Journal Article"
33047608;"Journal Article"
33042591;"Journal Article"
33040768;"Journal Article"
33048300;"Journal Article"
33048633;"Journal Article"
33043638;"Journal Article"
33045350;"Journal Article"
33041620;"Journal Article"
33046696;"Journal Article"
33043660;"Journal Article"
